Nome,CNPJ,Cidade,Contato,Telefone,Equipamento
Felipe Pires Pereira/Petra Moveis,11.111.111/1111-596,Campo Mourão - PR,Felipe/Igor,(11)99999-0908,[12/07/2023] - [544] - Spark 2819
Vip Armários Ltda,11.111.111/1111-597,Contagem - MG,Douglas,(11)99999-0909,[12/07/2023] - [545] - Mach Edge 8
Nei Componentes para Móveis,11.111.111/1111-598,Pomerode - SC,Claudinei,(11)99999-0910,[14/07/2023] - [548] - Commander nesting
Temda Estofados e Decorações Ltda,11.111.111/1111-599,Apucarana - PR,Bruno,(11)99999-0911,[17/07/2023] - [543] - Elite ATCL
Temda Estofados e Decorações Ltda,11.111.111/1111-600,Apucarana - PR,Bruno,(11)99999-0912,[17/07/2023] - [543] - Elite ATCL
Temda Estofados e Decorações Ltda,11.111.111/1111-601,Apucarana - PR,Bruno,(11)99999-0913,[17/07/2023] - [546] - fresas
Marcenaria Boeing Ltda,11.111.111/1111-602,Jaraguá do Sul - SC,Jucemar,(11)99999-0914,[25/07/2023] - [551/567] - Commander nesting
Taigar Ind e Equi de Som Ltda,11.111.111/1111-603,Salto Veloso - SC,Bianca,(11)99999-0915,[19/07/2023] - [547] - Pinças
Taigar Ind e Equi de Som Ltda,11.111.111/1111-604,Salto Veloso - SC,Bianca,(11)99999-0916,[24/07/2023] - [554] - Fresas
Manosso M3 Moveis Planejados,11.111.111/1111-605,Ponta Grossa - PR,Gislaine,(11)99999-0917,[20/07/2023] - [549] - Pinhão
Sandra da Silva O Alaide/Fabrica de Moveis Modular,11.111.111/1111-606,Ipatinga - MG,Maressa,(11)99999-0918,[20/07/2023] - [550] - Fresas
Barueri Móveis,11.111.111/1111-607,Barueri - SP,Marcio,(11)99999-0919,[27/07/2023] - [557] - Mach Pro Turbo
Barueri Móveis,11.111.111/1111-608,Barueri - SP,Marcio,(11)99999-0920,[27/07/2023] - [557] - Mach Pro Turbo
"Casa ""A"" Ind de Móveis",11.111.111/1111-609,Bento Gonçalves - RS,Gilberto,(11)99999-0921,[26/07/2023] - [556] - -
Diego Aguilar Herrera,11.111.111/1111-610,Uruguai - UY,Diego,(11)99999-0922,[26/07/2023] - [561] - Mach Pro Turbo
Adilson Moreira da Silva,11.111.111/1111-611,Jaraguá do Sul  - SC,Black,(11)99999-0923,[28/07/2023] - [559] - Pinça
Art Cedro Marcenaria Ltda,11.111.111/1111-612,Serra - ES,Rodrigo/Monica,(11)99999-0924,[31/07/2023] - [562] - Mach Edge 8
G Artes Com. Visual Eireli,11.111.111/1111-613,Franco da Rocha - SP,Gilberto,(11)99999-0925,[31/07/2023] - [566] - Valor real 5019+1325+usado
LJ Santos Ind Mecanica Ltda,11.111.111/1111-617,Joinville - SC,Rogério,(11)99999-0929,[02/08/2023] - [563] - Fresa 08 e 06 CUT PRO
Ind de Móveis Rio Verde,11.111.111/1111-618,Conceição do Rio Verde - MG,Andre,(11)99999-0930,[02/08/2023] - [564] - Fresa 08 CUT PRO
Allebrandt Com. Visual / Pé Vermelho,11.111.111/1111-619,Palmas - PR,Eduardo,(11)99999-0931,[04/08/2023] - [568] - Mach Laser 1490 + 4° eixo
A L de Queiroz Marcenaria/Cara de Pau Marcenaria,11.111.111/1111-620,Santa Cruz do Capibaribe - PE,Bruno,(11)99999-0932,[04/08/2023] - [569] - Fresa 07 Cut Pro
Madrey Moveis,11.111.111/1111-621,Espumoso - RS,Juliano,(11)99999-0933,[07/08/2023] - [570] - Patins MSA 20E
Taigar Ind e Equi de Som Ltda,11.111.111/1111-622,Salto Veloso - SC,Bianca,(11)99999-0934,[07/08/2023] - [571] - Fresas 90°
M M Lima Moveis Planejados,11.111.111/1111-623,Teresina - PI,Kaynã,(11)99999-0935,[09/08/2023] - [565] - Garra
Guidoni Ornamental Rocks,11.111.111/1111-624,São Domingos do Norte - ES,Wallace,(11)99999-0936,[10/08/2023] - [572] - Patins Com abas SDS 25mm
Marteleto Design Ltda ME,11.111.111/1111-625,Carmo do Cajuru - MG,Silvano,(11)99999-0937,[10/08/2023] - [573] - Garra
RCA Boutique Du Movel,11.111.111/1111-626,Itajaí - SC,Alcides,(11)99999-0938,[14/08/2023] - [574] - fresas
Móveis Udmar,11.111.111/1111-627,Massaranduba - SC,Marcos,(11)99999-0939,[15/08/2023] - [576] - Coletor de pó 7.5CV
RNV Industria e Comercio de Moveis Ltda,11.111.111/1111-628,Caratinga - MG,Marcos,(11)99999-0940,[16/08/2023] - [577] - Lifter
R Baião Ind e Comercio Ltda,11.111.111/1111-629,Uba - MG,Filipe/Marcio,(11)99999-0941,[17/08/2023] - [578] - Revo 1010
José Salomao Krull,11.111.111/1111-630,Mafra - SC,Sr Jose / Camila,(11)99999-0942,[21/08/2023] - [582] - Mach Pro ATCL
Della Flora,11.111.111/1111-631,Tupanricetã - RS,Vitor,(11)99999-0943,[22/08/2023] - [579] - Pinhão
Temda Estofados e Decorações Ltda,11.111.111/1111-632,Apucarana - PR,Bruno,(11)99999-0944,[22/08/2023] - [580] - fresas
Altini Móveis Ltda,11.111.111/1111-633,Luiz Alves - SC,Sidnei,(11)99999-0945,[22/08/2023] - [581] - Mach Pro Turbo DUO
Amazon Grafica,11.111.111/1111-634,Sorriso - MT,Pablo,(11)99999-0946,[24/08/2023] - [583] - Spindle 3.5KW
Marcos Martins Liborio,11.111.111/1111-635,Campinas - SP,Marcos/Laura,(11)99999-0947,[24/08/2023] - [509] - Coletor de pó 5CV
Valdemiro dos Santos Pinheiro,11.111.111/1111-636,Timoteo - MG,Valdemiro,(11)99999-0948,[25/08/2023] - [586] - Mach Pro ATCL ESP
Valdemiro dos Santos Pinheiro,11.111.111/1111-637,Timoteo - MG,Valdemiro,(11)99999-0949,[25/08/2023] - [586] - Mach Pro ATCL ESP
Vip Armarios Ltda,11.111.111/1111-638,Contagem - MG,Douglas,(11)99999-0950,[25/08/2023] - [599] - Commander
Stadium Acrilicos Ltda,11.111.111/1111-640,Santo Angelo  - RS,Vinicius,(11)99999-0952,[28/08/2023] - [584] - Mach Laser 1490
Morisa Ind e Com de Móveis,11.111.111/1111-641,Brusque - SC,Gilmar,(11)99999-0953,[30/08/2023] - [591] - Mach Pro Turbo
RCA Ind e Com de Móveis Ltda,11.111.111/1111-642,Itajaí - SC,Alcides,(11)99999-0954,[30/08/2023] - [603] - Mesa de Descarga
Jose Gonçalves da Costa JGC Moveis,11.111.111/1111-643,Campo Grande - MS,Paulo Filho,(11)99999-0955,[31/08/2023] - [590] - Mach Pro Turbo
Kirius Ind e Com de Moveis em Madeira Ltda,11.111.111/1111-644,Marco - CE,José Neto,(11)99999-0956,[31/08/2023] - [589] - Macho Pro Turbo
Kirius Ind e Com de Moveis em Madeira Ltda,11.111.111/1111-645,Marco - CE,José Neto,(11)99999-0957,[31/08/2023] - [589] - Macho Pro Turbo
Iana Pecanha Soares Gama ( Gama Moveis),11.111.111/1111-646,Marataizes - ES,Rafael,(11)99999-0958,[31/08/2023] - [588] - Spark 2819
Atelier de Móveis Gui-Anna Ltda,11.111.111/1111-647,Timbo - SC,Guilherme,(11)99999-0959,[31/08/2023] - [593] - Mach Pro Turbo
LTR De Oliveira Móveis e Esq,11.111.111/1111-648,Natal - RN,Lucas Telles,(11)99999-0960,[29/08/2023] - [594] - Mach Pro Turbo DUO
Soberano Móveis,11.111.111/1111-649,Canaa do Carajas - PA,Diego,(11)99999-0961,[29/08/0223] - [608] - Comando DDCS Expert + MPG
Artefatos Tempo de Viver,11.111.111/1111-653,Curitiba - PR,Khalil,(11)99999-0965,[30/08/2023] - [ ] - Pinhão
Talatto Ind. e Com Ltda,11.111.111/1111-654,Toledo - PR,Helder,(11)99999-0966,[04/09/2023] - [587] - Coletor de pó 7.5CV
FOX Educar Ltda,11.111.111/1111-655,Dracena - SP,Gabriel,(11)99999-0967,[04/09/2023] - [592] - garras
Cazarotto & Cazarotto,11.111.111/1111-656,Augusto Pestana - RS,Lucas,(11)99999-0968,[05/09/2023] - [595] - Brocas e fresas
D P Medeiros Grafica Eireli,11.111.111/1111-657,São João do Meriti - RJ,Daniel,(11)99999-0969,[08/09/2023] - [596] - Coletor de pó 7.5CV
Wohnmobil Motorhome Brasil,11.111.111/1111-658,Brusque - SC,Claudio,(11)99999-0970,[06/08/2023] - [597] - Mach Laser 1490
JMBWIND Brasil Ltda,11.111.111/1111-659,Horizonte  - CE,-,(11)99999-0971,[04/09/2023] - [598] - Retrofit Master
Acearia Frederico Missner Ltda,11.111.111/1111-660,Luis Alves - SC,Vittus,(11)99999-0972,[08/09/2023] - [600] - Revo 1210
Robson Luiz Senem de Araujo,11.111.111/1111-661,Belo Horizonte - MG,Robson,(11)99999-0973,[08/09/2023] - [605] - Mach Pro Turbo 
Excelencia Planejados,11.111.111/1111-662,Belo Horizonte - MG,Rafael,(11)99999-0974,[08/09/2023] - [606] - Mach Pro Turbo 
Excelencia Planejados,11.111.111/1111-663,Belo Horizonte - MG,Rafael,(11)99999-0975,[08/09/2023] - [606] - Mach Pro Turbo 
Moto Madeiras Ltda,11.111.111/1111-664,Rio de Janeiro - RJ,Carlos,(11)99999-0976,[11/09/2023] - [604] - Commander com eti e orga
Della Flora,11.111.111/1111-665,Tupanricetã - RS,Vitor,(11)99999-0977,[11/09/2023] - [601] - Botão
RCA Ind e Com de Móveis Ltda,11.111.111/1111-666,Itajaí - SC,Allcides,(11)99999-0978,[11/09/2023] - [602] - Fresa 10mm
Paloschi Ind de Móveis ,11.111.111/1111-667,Botuverá - SC,Nicolas,(11)99999-0979,[12/09/2023] - [607] - Fresas
Mademax Comércio,11.111.111/1111-668,Contagem - MG,Leonardo,(11)99999-0980,[12/09/2023] - [609] - Mach Pro Turbo DUO
Mademax Comércio,11.111.111/1111-669,Contagem - MG,Leonardo,(11)99999-0981,[12/09/2023] - [609] - Mach Pro Turbo DUO
P.R Barbosa (Refinato Ambientes),11.111.111/1111-670,Santo Angelo - RS,Junior,(11)99999-0982,[13/09/2023] - [luk] - Mach Pro Turbo
P.R Barbosa (Refinato Ambientes),11.111.111/1111-671,Santo Angelo - RS,Junior,(11)99999-0983,[13/09/2023] - [611/750] - Mach Pro Turbo
Foster Soluçoes Sob Medida Eireli,11.111.111/1111-672,Pelotas - RS,Gil,(11)99999-0984,[12/09/2023] - [612] - Laser 1490 e 4°eixo
Estofados Jardim,11.111.111/1111-673,Jaraguá do Sul - SC,Gilberto,(11)99999-0985,[15/09/2023] - [610] - fresas
Nei Móveis Sob Medida,11.111.111/1111-674,Pomerode - SC,Nei,(11)99999-0986,[15/09/2023] - [613] - Carrinho
Stadium Acrilicos Ltda,11.111.111/1111-675,Santo Angelo  - RS,Vinicius,(11)99999-0987,[19/09/2023] - [614] - Espelhos e lente laser
MCCB Moveis,11.111.111/1111-676,Garibaldi - RS,Claimar,(11)99999-0988,[19/09/2023] - [615] - Mach Pro Turbo DUO
MCCB Moveis,11.111.111/1111-677,Garibaldi - RS,Claimar,(11)99999-0989,[19/09/2023] - [615] - Mach Pro Turbo DUO
Primos Móveis,11.111.111/1111-678,Botuverá - SC,Fernando,(11)99999-0990,[19/09/2023] - [616] - Mach Edge 8
Primos Móveis,11.111.111/1111-679,Botuverá - SC,Fernando,(11)99999-0991,[19/09/2023] - [616] - Mach Edge 8
Matrifak Metalurgica LTDA,11.111.111/1111-680,Santa Rita - PB,Elton,(11)99999-0992,[19/09/2023] - [617] - Controle MPG
Projeto Móveis e Decorações Ind e Com LTDA,11.111.111/1111-681,Juiz de Fora - MG,Silvania/Vicente,(11)99999-0993,[20/09/2023] - [618] - Mach Edge 8
Estofados Jardim,11.111.111/1111-682,Jaraguá do Sul - SC,Gilberto,(11)99999-0994,[22/09/2023] - [620] - fresas
RCA Ind e Com de Móveis Ltda,11.111.111/1111-683,Itajaí - SC,Allcides,(11)99999-0995,[22/09/2023] - [621] - fresa vbit
V V M Ind e Com de Acrilicos Eireli,11.111.111/1111-684,Blumenau - SC,Vanderlei,(11)99999-0996,[22/09/2023] - [623] - Laser 1490 + 4ºeixo
V V M Ind e Com de Acrilicos Eireli,11.111.111/1111-685,Blumenau - SC,Vanderlei,(11)99999-0997,[22/09/2023] - [623] - Laser 1490 + 4ºeixo
Pro-Market Moveis e Expositores LTDA,11.111.111/1111-686,Agudos - SP,Roger,(11)99999-0998,[25/09/2023] - [624] - Laser 1490 
Fabribam Industria e Com de Moveis Ltda,11.111.111/1111-687,Ituporanga - SC,Jaime,(11)99999-0999,[27/09/2023] - [625] - Pino- Chupeta cone
Keila C Pinto Comercio,11.111.111/1111-688,Manaus - AM,Elton,(11)99999-1000,[27/09/2023] - [626] - Tubo laser 150W
Braslamd Industria de Madeiras Ltda,11.111.111/1111-689,Campo Tenente - PR,Mario,(11)99999-1001,[27/09/2023] - [627] - Spindle 4.7CV
Morisa Ind e Com de Móveis,11.111.111/1111-690,Brusque - SC,Gilmar,(11)99999-1002,[27/08/2023] - [591] - LICENÇA EXTRA
Universo Personalizado Eventos Ltda,11.111.111/1111-691,São Paulo - SP,Ricardo,(11)99999-1003,[28/09/2023] - [629] - Cone ISO 30 ER32
MLK Portas Ltda,11.111.111/1111-694,Ponta Grossa - PR,Iguatamir,(11)99999-1006,[22/09/2023] - [622] - Retrofit comando
Paloschi Ind de Móveis ,11.111.111/1111-695,Botuverá - SC,Nicolas,(11)99999-1007,[02/10/2023] - [628] - Fresas 4mm nacional
Braslamd Industria de Madeiras Ltda,11.111.111/1111-696,Campo Tenente - PR,Mario,(11)99999-1008,[02/10/2023] - [630] - Spindle 6CV
Granmeyer Moveis e Equip. para Escritório,11.111.111/1111-697,Palhoça - SC,Rebecca,(11)99999-1009,[03/10/2023] - [631] - Patins 20
J.C.A Oliveira Fabrica de Moveis e Montagem (RJ Amorins),11.111.111/1111-698,Macaé - RJ,Rodrigo,(11)99999-1010,[05/10/2023] - [632] - Régua e garras
Relevo Designer Formas Ltda,11.111.111/1111-699,Parnaiba - PI,Carlos,(11)99999-1011,[05/10/2023] - [633] - Retrofit Relevo
Chic top decor/ Inove Eco House,11.111.111/1111-700,Cariacica - ES,Leandro,(11)99999-1012,[05/10/2023] - [480] - 2 und bombas Imp
Alejandro Betolaza (Wirutex-Gerardo),11.111.111/1111-701,Uruguai - UY,Gerardo,(11)99999-1013,[06/10/2023] - [634] - Bocal Spindle
Esquadriarte Ind e Com de Moveis,11.111.111/1111-702,Patos - PB,Sebastião,(11)99999-1014,[09/10/2023] - [635] - Valvula Solenoide
Estofaria Tomasi,11.111.111/1111-703,Brusque - SC,Daniel,(11)99999-1015,[06/10/2023] - [636] - Mach Pro ATCL
Estofaria Tomasi,11.111.111/1111-704,Brusque - SC,Daniel,(11)99999-1016,[06/10/2023] - [636] - Mach Pro ATCL
Estofados Tironi,11.111.111/1111-705,Guaramirim - SC,Junior,(11)99999-1017,[10/10/2023] - [637] - Driver
LJ Santos Ind Mecanica Ltda,11.111.111/1111-706,Joinville - SC,Rogério,(11)99999-1018,[11/10/2023] - [638] - Fresa 6 cut pro
Paloschi Ind de Móveis ,11.111.111/1111-707,Botuverá - SC,Nicolas,(11)99999-1019,[11/10/2023] - [639] - Fresa 6mm nacional
Soberano Móveis,11.111.111/1111-708,Canaa do Carajas - PA,Diego,(11)99999-1020,[11/10/2023] - [640] - Cerdas
Holstein Artigos em Madeira Ltda,11.111.111/1111-709,Guabiruba - SC,Jean,(11)99999-1021,[11/10/2023] - [641] - Spark 2819
Holstein Artigos em Madeira Ltda,11.111.111/1111-710,Guabiruba - SC,Jean,(11)99999-1022,[11/10/2023] - [641] - Spark 2819
3F Casa e Ferragens,11.111.111/1111-711,Belo Horizonte - MG,Felipe,(11)99999-1023,[11/10/2023] - [642] -  Edge 7
3F Casa e Ferragens,11.111.111/1111-712,Belo Horizonte - MG,Felipe,(11)99999-1024,[11/10/2023] - [642] - Centro BHX 055
Ind e Com Moveis Zamarchi,11.111.111/1111-713,Irani - SC,Samuel,(11)99999-1025,[18/10/2023] - [643] - Fresa
Móveis Udmar,11.111.111/1111-714,Massaranduba - SC,Marcos,(11)99999-1026,[18/10/2023] - [644] - fresa
Móveis NN,11.111.111/1111-715,Massaranduba - SC,Narlo,(11)99999-1027,[18/10/2023] - [645] - Fresas e cones
RCA Ind e Com de Móveis Ltda,11.111.111/1111-716,Itajaí - SC,Allcides,(11)99999-1028,[19/10/2023] - [646] - fresa vbit 90° 32MM
Madrey Móveis,11.111.111/1111-717,Espumosos - RS,Juliano,(11)99999-1029,[18/10/2023] - [647] - Turbo DUO
M&R Moveis Personalizados /Moreira Marcenaria,11.111.111/1111-718,Guarapari - ES,Marcos,(11)99999-1030,[20/10/2023] - [648] - Mach Pro ATCL
M&R Moveis Personalizados /Moreira Marcenaria,11.111.111/1111-719,Guarapari - ES,Marcos,(11)99999-1031,[20/10/2023] - [648] - Mach Pro ATCL
Pit Moveis Planejados LTDA,11.111.111/1111-720,Pitangui - MG,Edilson,(11)99999-1032,[23/10/2023] - [650] - Mach Edge 8
Pit Moveis Planejados LTDA,11.111.111/1111-721,Pitangui - MG,Edilson,(11)99999-1033,[23/10/2023] - [650] - Mach Edge 8
Pitangui Moveis LTDA,11.111.111/1111-722,Pitangui - MG,Edilson,(11)99999-1034,[25/10/2023] - [649] - Commander
Pitangui Moveis LTDA,11.111.111/1111-723,Pitangui - MG,Edilson,(11)99999-1035,[25/10/2023] - [649] - Commander
Móveis NN,11.111.111/1111-724,Massaranduba - SC,Narlo,(11)99999-1036,[25/10/2023] - [651] - Fresas e cones
Amazon Grafica,11.111.111/1111-725,Sorriso - MT,Pablo,(11)99999-1037,[25/10/2023] - [652] - Sensor - Tubo - Controladora
Eduardo da Cruz Ferreira / E áudio,11.111.111/1111-726,Portão - RS,Eduardo,(11)99999-1038,[26/10/2023] - [653] - Spark 2819
Jose Gonçalves da Costa /JGC Moveis,11.111.111/1111-727,Campo Grande - MS,Paulo Filho,(11)99999-1039,[26/10/2023] - [590] - Coletor 7.5CV
José Salomao Krull,11.111.111/1111-728,Mafra - SC,Camila,(11)99999-1040,[27/10/2023] - [582] - Coletor 5CV + Cilindro
Marcenaria Boeing Ltda,11.111.111/1111-729,Jaraguá do Sul - SC,Jucemar,(11)99999-1041,[27/10/2023] - [654] - Fresas e cones
Universo Personalizado/ Abra Retail,11.111.111/1111-730,Cotia - SP,Ricardo,(11)99999-1042,[27/10/2023] - [657] - Mach Pro 2819 Esp
Versátil Moveis Ltda,11.111.111/1111-734,Joinville - SC,Fabio,(11)99999-1046,[27/10/2023] - [655] - Garras
Vip Armários,11.111.111/1111-735,Contagem - MG,Douglas,(11)99999-1047,[30/10/2023] - [656] - Cone HSK63 e pinça
João Pedro Postengel,11.111.111/1111-736,Jaraguá do Sul - SC,João,(11)99999-1048,[01/11/2023] - [658] - Probe
Taigar - Ind. de Equipamentos de Som LTDA,11.111.111/1111-737,Salto Veloso - SC,Bianca,(11)99999-1049,[01/11/2023] - [659] - Pinça
Nuvem Sublimação,11.111.111/1111-738,Vila Velha - ES,Cassius/Ananda,(11)99999-1050,[03/11/2023] - [660] - Palmibox
M M S Industrial Ltda,11.111.111/1111-739,União da Vitoria - PR,Mateus,(11)99999-1051,[03/11/2023] - [661] - Spindle 3.5KW
Malka Ambientes,11.111.111/1111-740,Navegantes - SC,Luiz,(11)99999-1052,[01/11/2023] - [662] - Spark 2819
Malka Ambientes,11.111.111/1111-741,Navegantes - SC,Luiz,(11)99999-1053,[01/11/2023] - [662] - Spark 2819
Erzinger Industria Mecanica Ltda,11.111.111/1111-742,Joinville - SC,Leandro,(11)99999-1054,[03/11/2023] - [663] - Itens mecânicos
José Salomão Krull,11.111.111/1111-743,Mafra - SC,José/Camila,(11)99999-1055,[07/11/2023] - [664] - Fresas e cones
Juliano Prates de Moraes Lupatini (Madrey),11.111.111/1111-744,Espumoso - RS,Juliano,(11)99999-1056,[08/11/2023] - [665] - Fresas
Paulo Henrique de Lacerda/Richar Luigi,11.111.111/1111-745,Nova Serrana - MG,Cesar,(11)99999-1057,[08/11/2023] - [666] - Patins
Moveis NN,11.111.111/1111-746,Massaranduba - SC,Narlo,(11)99999-1058,[08/11/2023] - [667] - Fresas
Marcos Martins Libório,11.111.111/1111-747,Campinas - SP,Marcos,(11)99999-1059,[08/11/2023] - [668] - Fresas
Moinho Velho Plasticos LTDA,11.111.111/1111-748,Taubaté - SP,Anderson,(11)99999-1060,[08/11/2023] - [669] - Revo 3015
Hal Desing Marcenaria Ltda,11.111.111/1111-749,São Paulo - SP,Humberto,(11)99999-1061,[03/11/2023] - [670] - Centro e Secccionadora
GL Soluções,11.111.111/1111-750,São Paulo  - SP,Douglas/Jubie,(11)99999-1062,[09/10/2023] - [671] - Turbo DUO com Servo
Juliano Prates de Moraes Lupatini (Madrey),11.111.111/1111-751,Espumoso - RS,Juliano,(11)99999-1063,[10/11/2023] - [672] - Fresas
Fox Educar Ltda,11.111.111/1111-752,Dracena - SP,Gabriel,(11)99999-1064,[13/11/2023] - [673] - Fresa
Marcenaria Boeing,11.111.111/1111-753,Jaragua do Sul - SC,Jucemas,(11)99999-1065,[14/11/2023] - [674] - Broca
M2 Artigos para Marcenaria,11.111.111/1111-754,Contagem - MG,Sr Avelino,(11)99999-1066,[10/11/2023] - [675] - Mach Pro 5019
Marcenaria Boeing,11.111.111/1111-755,Jaragua do Sul - SC,Jucemar,(11)99999-1067,[14/11/2023] - [676] - Fresa
Estofados Jardim Ltda,11.111.111/1111-756,Jaragua do Sul - SC,Gilberto,(11)99999-1068,[16/11/2023] - [677] - Fresa
Fabribam Ind e Com de Moveis Ltda,11.111.111/1111-757,Ituporanga - SC,Joni,(11)99999-1069,[16/11/2023] - [678] - Filtro de Bomba
Dix Ind de Estofados Ltda,11.111.111/1111-758,Frederico Wesphalen - RS,Alisson,(11)99999-1070,[21/11/2023] - [679] - 6 Facas
Bahrein Termoplasticos Ltda,11.111.111/1111-759,Pilar do Sul - SP,Marcelo,(11)99999-1071,[21/11/2023] - [680] - Cones
NHL Pro Sound Ltda,11.111.111/1111-760,São Pedro do Butiá - RS,José,(11)99999-1072,[24/11/2023] - [681] - Bomba 5.5kw Importada
RCA Ind e Com de Móveis Ltda,11.111.111/1111-761,Itajaí - SC,Alcides,(11)99999-1073,[23/11/2023] - [683] - Fonte chaveada e fresa
Malinski Madeiras,11.111.111/1111-762,Porto Velho - RO,Ricardo,(11)99999-1074,[20/11/2023] - [684] - Mach Pro Turbo ESP
Vip Armários Ltda,11.111.111/1111-763,Contagem - MG,Ione,(11)99999-1075,[27/11/2023] - [685] - Chave ER32
Farias & Klein Ltda,11.111.111/1111-764,Foz do Iguaçu - PR,Juan,(11)99999-1076,[27/11/2023] - [686] - Driver 72A
Estofados Jardim Ltda,11.111.111/1111-765,Jaragua do Sul - SC,Gilberto,(11)99999-1077,[27/11/2023] - [687] - Fresa
Móveis Gofer Decorações,11.111.111/1111-766,Curitiba - PR,Alan,(11)99999-1078,[20/11/2023] - [688] - Turbo + Edge 7 + coletor 5
Móveis Gofer Decorações,11.111.111/1111-767,Curitiba - PR,Alan,(11)99999-1079,[20/11/2023] - [688] - Turbo + Edge 7 + Coletor 7.5
Vanessa de Lira Freires,11.111.111/1111-768,Sousa - PB,Luiz Henrique,(11)99999-1080,[23/11/2023] - [689] - Turbo Usada
Good e Silva Móveis,11.111.111/1111-769,Mafra - SC,Rafael,(11)99999-1081,[28/11/2023] - [690] - Mach Pro ATCL (Elite)
Ind e Com Moveis Zamarchi,11.111.111/1111-770,Irani - SC,Samuel,(11)99999-1082,[30/10/2023] - [691] - Fresa
Cortplac Corte de Chapas de Madeiras Ltda,11.111.111/1111-771,Belo Horizonte - MG,Renato,(11)99999-1083,[30/11/2023] - [692] - Edge 8
D8 Comunica Comunicação Visual Ltda,11.111.111/1111-772,Camboriu - SC,Edegard,(11)99999-1084,[30/11/2023] - [693] - Mach Laser 1325
Versátil Moveis Ltda,11.111.111/1111-776,Joinville - SC,Fabio,(11)99999-1088,[04/12/2023] - [694] - itens mecanicos
Taigar - Ind. de Equipamentos de Som LTDA,11.111.111/1111-777,Salto Veloso - SC,Bianca,(11)99999-1089,[07/12/2023] - [697] - cones - broca - pinça
Estofados Jardim Ltda,11.111.111/1111-778,Jaragua do Sul - SC,Gilberto,(11)99999-1090,[08/12/2023] - [698] - Fresa
Iana Pecanha Soares Gama,11.111.111/1111-779,Marataizes - ES,Bruno,(11)99999-1091,[11/12/2023] - [699] - Fresas
J Pacheco dos Santos ME,11.111.111/1111-780,Alvorada  - RS,Patricia,(11)99999-1092,[11/12/2023] - [700] - Castanha Fuso
Monte Carlo Motor Homes,11.111.111/1111-781,Monte Carlo - SC,Carlos,(11)99999-1093,[11/12/2023] - [701] - Spark 2819
JMBWind  Brasil Ltda,11.111.111/1111-782,Horizonte - CE,Eliezer,(11)99999-1094,[11/12/2023] - [702] - Retrofit
Mobilitta Moveis Planejados Ltda,11.111.111/1111-783,Uberlândia - GO,Lucas,(11)99999-1095,[12/12/2023] - [695] - Turbo DUO
Mobilitta Moveis Planejados Ltda,11.111.111/1111-784,Uberlândia - GO,Lucas,(11)99999-1096,[12/12/2023] - [696] - Pente furação
Ind e Com Moveis Zamarchi,11.111.111/1111-785,Irani - SC,Samuel,(11)99999-1097,[13/12/2023] - [704] - Fresa
Estofados Jardim Ltda,11.111.111/1111-786,Jaragua do Sul - SC,Gilberto,(11)99999-1098,[13/12/2023] - [703] - Fresa
RCA Ind e Com de Móveis Ltda,11.111.111/1111-787,Itajaí - SC,Alcides,(11)99999-1099,[14/12/2023] - [705] - fresa
Granmeyer Moveis e Equip. para Escritório,11.111.111/1111-788,Palhoça - SC,Rebecca,(11)99999-1100,[14/12/2023] - [707] - Patins 20
Ind e Com Moveis Zamarchi,11.111.111/1111-789,Irani - SC,Samuel,(11)99999-1101,[14/12/2023] - [706] - Spindle 9KW
Taigar - Ind. de Equipamentos de Som LTDA,11.111.111/1111-790,Salto Veloso - SC,Bianca,(11)99999-1102,[14/12/2023] - [708] - fresas
DM120 Impressão Digital Ltda,11.111.111/1111-791,Curitiba - PR,Murilo,(11)99999-1103,[14/12/2023] - [709] - Laser 1490
Decor Metric,11.111.111/1111-792,Blumenau - SC,Douglas,(11)99999-1104,[18/12/2023] - [710] - cones
Decor Metric,11.111.111/1111-793,Blumenau - SC,Douglas,(11)99999-1105,[19/12/2023] - [712] - fresas
M M Lima Moveis Planejados,11.111.111/1111-794,Teresina - PI,Kaynã,(11)99999-1106,[19/12/2023] - [711] - Sensor indutivo
Alvorada interiores,11.111.111/1111-795,Ribeirão das Neves  - MG,Paulo Altino,(11)99999-1107,[20/12/2023] - [721] - Esquadrejadeira
Alvorada interiores,11.111.111/1111-796,Ribeirão das Neves  - MG,Paulo Altino,(11)99999-1108,[20/12/2023] - [721] - Esquadrejadeira
JM Moveis Personalizados e Designer Ltda,11.111.111/1111-797,Cariacica - ES,Jeffinho,(11)99999-1109,[20/12/2023] - [722] - Edge 5
A L Gomes Distribuição Ltda,11.111.111/1111-798,Macapá - AP,Roderik,(11)99999-1110,[20/12/2023] - [720] - Commander
Techome Construtura Ltda,11.111.111/1111-799,Barueri - SP,Fred/Ramon,(11)99999-1111,[18/12/2023] - [729] - Turbo especial
La Monica Martin Brasil SAS,11.111.111/1111-800,Uruguai - Maldonado - UY,Martin Brasil,(11)99999-1112,[21/12/2023] - [723] - Spark 2819
Rhino Wood,11.111.111/1111-804,Osasco - SP,Julio,(11)99999-1116,[02/01/2024] - [719] - Turbo pronta entrega
Estofados Jardim Ltda,11.111.111/1111-805,Jaragua do Sul - SC,Gilberto,(11)99999-1117,[08/01/2024] - [717] - Fresa
